"vit";"haut";"dx"
1.18;0.04;0.641616021441665
1.2;0.04;0.656643687920322
1.22;0.04;0.671211957267812
1.24;0.04;0.68529602803281
1.26;0.04;0.698873618350585
1.28;0.04;0.711925031755353
1.3;0.04;0.72443320289808
1.32;0.04;0.736383723663122
1.34;0.04;0.747764850364709
1.36;0.04;0.758567492872255
1.38;0.04;0.768785186661208
1.4;0.04;0.778414048913318
1.42;0.04;0.787452719895281
1.44;0.04;0.795902290928991
1.46;0.04;0.803766220329765
1.48;0.04;0.811050238731575
1.5;0.04;0.817762245241894
1.52;0.04;0.82391219587407
1.54;0.04;0.829511985693369
1.56;0.04;0.834575326086448
1.58;0.04;0.839117618522936
1.6;0.04;0.843155826125933
1.62;0.04;0.846708344305022
1.64;0.04;0.849794871634451
1.66;0.04;0.852436282081102
1.68;0.04;0.854654499603616
1.7;0.04;0.856472376057535
1.72;0.04;0.857913573252587
1.74;0.04;0.859002449918903
1.76;0.04;0.859763954250454
1.78;0.04;0.860223522607042
1.8;0.04;0.860406984872439
1.82;0.04;0.860340476885918
1.84;0.04;0.860050360289131
1.86;0.04;0.859563150059593
1.88;0.04;0.858905449937852
1.9;0.04;0.858103895896638
1.92;0.04;0.857185107748935
1.94;0.04;0.856175648946379
1.96;0.04;0.855101994581657
1.98;0.04;0.85399050757733
2;0.04;0.852866879594777
50;0.04;0
0;0.06;0.00628262469054069
0.02;0.06;0.0072089205798735
0.04;0.06;0.00826021104001922
0.06;0.06;0.00945065272497497
0.08;0.06;0.010795436492383
0.1;0.06;0.0123107448596523
0.12;0.06;0.014013678745024
0.14;0.06;0.0159221484288838
0.16;0.06;0.0180547236062967
0.18;0.06;0.0204304375149576
0.2;0.06;0.0230685404549554
0.22;0.06;0.0259881986097454
0.24;0.06;0.0292081349714936
0.26;0.06;0.0327462104038872
0.28;0.06;0.0366189750143514
0.3;0.06;0.0408430631767843
0.32;0.06;0.0454368324077494
0.34;0.06;0.0504183570998205
0.36;0.06;0.0558050519499639
0.38;0.06;0.0616134901361767
0.4;0.06;0.067859218440018
0.42;0.06;0.074556571460161
0.44;0.06;0.0817184871801598
0.46;0.06;0.0893563262371667
0.48;0.06;0.0974796972845234
0.5;0.06;0.106096290847938
0.52;0.06;0.115211724041074
0.54;0.06;0.124829398431517
0.56;0.06;0.134950373232652
0.58;0.06;0.145573255842602
0.6;0.06;0.156694111560076
0.62;0.06;0.1683063940821
0.64;0.06;0.180400898133825
0.66;0.06;0.192965735300481
0.68;0.06;0.205986333831148
0.7;0.06;0.219445462868725
0.72;0.06;0.233323281236103
0.74;0.06;0.247597410580967
0.76;0.06;0.262243032356834
0.78;0.06;0.277233007801641
0.8;0.06;0.292538019772935
0.82;0.06;0.308126735015909
0.84;0.06;0.323965985181464
0.86;0.06;0.34002096468085
0.88;0.06;0.356255443264182
0.9;0.06;0.372631991045537
0.92;0.06;0.389112213568977
0.94;0.06;0.405656994419558
0.96;0.06;0.422226742831116
0.98;0.06;0.438781643728557
1;0.06;0.455281907665553
1.02;0.06;0.471688018177055
1.04;0.06;0.487960974158095
1.06;0.06;0.504062525003088
1.08;0.06;0.519955396389832
1.1;0.06;0.535603504766765
1.12;0.06;0.55097215879628
1.14;0.06;0.56602824621758
1.16;0.06;0.580740404815449
1.18;0.06;0.595079176412221
1.2;0.06;0.609017143035695
1.22;0.06;0.622529044651263
1.24;0.06;0.635591878079043
1.26;0.06;0.648184976942893
1.28;0.06;0.660290072714645
1.3;0.06;0.671891337121279
1.32;0.06;0.682975406372783
1.34;0.06;0.693531387842064
1.36;0.06;0.703550849984324
1.38;0.06;0.713027796420408
1.4;0.06;0.721958625226212
1.42;0.06;0.730342074568096
1.44;0.06;0.738179155902256
1.46;0.06;0.745473076014416
1.48;0.06;0.752229149216112
1.5;0.06;0.758454701035381
1.52;0.06;0.764158964744762
1.54;0.06;0.769352972058707
1.56;0.06;0.774049439307652
1.58;0.06;0.778262650358421
1.6;0.06;0.782008337502069
1.62;0.06;0.785303561471931
1.64;0.06;0.788166591688758
1.66;0.06;0.790616787757456
1.68;0.06;0.792674483162653
1.7;0.06;0.794360872030309
1.72;0.06;0.795697899739968
1.74;0.06;0.796708158089764
1.76;0.06;0.797414785633846
1.78;0.06;0.797841373731505
1.8;0.06;0.798011878769551
1.82;0.06;0.797950540944868
1.84;0.06;0.797681809924372
1.86;0.06;0.79723027763398
1.88;0.06;0.796620618368677
1.9;0.06;0.795877536361236
1.92;0.06;0.795025720899475
1.94;0.06;0.794089809039901
1.96;0.06;0.793094355930248
1.98;0.06;0.79206381272479
2;0.06;0.791022008034944
50;0.06;0
0;0.08;0.00582563649139387
0.02;0.08;0.00668455811143913
0.04;0.08;0.00765938327708525
0.06;0.08;0.00876323908440296
0.08;0.08;0.0100102116320739
0.1;0.08;0.0114153065741196
0.12;0.08;0.0129943811915463
0.14;0.08;0.0147640432865036
0.16;0.08;0.0167415121428853
0.18;0.08;0.0189444369022702
0.2;0.08;0.021390668012125
0.22;0.08;0.0240979779530409
0.24;0.08;0.0270837282805281
0.26;0.08;0.0303644811573516
0.28;0.08;0.0339555833536992
0.3;0.08;0.0378724598043546
0.32;0.08;0.0421321332869699
0.34;0.08;0.0467513640771046
0.36;0.08;0.0517463007643324
0.38;0.08;0.0571323116515677
0.4;0.08;0.0629238133219584
0.42;0.08;0.0691340983624507
0.44;0.08;0.0757751643426342
0.46;0.08;0.0828575462249069
0.48;0.08;0.0903901544248871
0.5;0.08;0.0983801207472534
0.52;0.08;0.106832654390828
0.54;0.08;0.115750910147258
0.56;0.08;0.125135870810677
0.58;0.08;0.134986245672522
0.6;0.08;0.145298386798354
0.62;0.08;0.156066224574969
0.64;0.08;0.167281223779856
0.66;0.08;0.178932361165357
0.68;0.08;0.191006125271227
0.7;0.08;0.203486538887059
0.72;0.08;0.216355204285148
0.74;0.08;0.229591371040704
0.76;0.08;0.243172025955033
0.78;0.08;0.257072004304094
0.8;0.08;0.271264121354514
0.82;0.08;0.285719322826867
0.84;0.08;0.300406852745903
0.86;0.08;0.315294436903401
0.88;0.08;0.330348479974713
0.9;0.08;0.345534274177217
0.92;0.08;0.360816217240175
0.94;0.08;0.376158037371425
0.96;0.08;0.391523022858082
0.98;0.08;0.406874253925374
1;0.08;0.422174834499043
1.02;0.08;0.437388121571159
1.04;0.08;0.452477949954546
1.06;0.08;0.46740885032466
1.08;0.08;0.482146258587074
1.1;0.08;0.49665671477017
1.12;0.08;0.510908049822916
1.14;0.08;0.524869558892934
1.16;0.08;0.538512159866529
1.18;0.08;0.551808536166944
1.2;0.08;0.564733263024877
1.22;0.08;0.577262916654064
1.24;0.08;0.589376165980261
1.26;0.08;0.601053846781604
1.28;0.08;0.612279018298876
1.3;0.08;0.623037002564077
1.32;0.08;0.633315406871591
1.34;0.08;0.643104129977345
1.36;0.08;0.652395352756176
1.38;0.08;0.661183514174518
1.4;0.08;0.669465273544794
1.42;0.08;0.677239460118422
1.44;0.08;0.684507011146919
1.46;0.08;0.6912708995945
1.48;0.08;0.697536052722821
1.5;0.08;0.703309262788305
1.52;0.08;0.708599091097337
1.54;0.08;0.713415766654521
1.56;0.08;0.717771080616232
1.58;0.08;0.721678277726767
1.6;0.08;0.725151945869423
1.62;0.08;0.728207904810776
1.64;0.08;0.730863095155192
1.66;0.08;0.733135468459668
1.68;0.08;0.735043879387358
1.7;0.08;0.736607980703981
1.72;0.08;0.7378481218446
1.74;0.08;0.738785251701871
1.76;0.08;0.739440826210518
1.78;0.08;0.739836721227895
1.8;0.08;0.739995151138826
1.82;0.08;0.739938593543527
1.84;0.08;0.739689720322608
1.86;0.08;0.739271335312826
1.88;0.08;0.7387063187713
1.9;0.08;0.738017578756191
1.92;0.08;0.737228009506933
1.94;0.08;0.736360456868486
1.96;0.08;0.735437690771276
1.98;0.08;0.734482384751862
2;0.08;0.733516635100534
50;0.08;0
0;0.1;0.00540028729007325
0.02;0.1;0.00619649896618554
0.04;0.1;0.00710015249647187
0.06;0.1;0.00812341668499798
0.08;0.1;0.00927934934179651
0.1;0.1;0.0105818607176481
0.12;0.1;0.012045650537101
0.14;0.1;0.0136861142761292
0.16;0.1;0.0155192142755028
0.18;0.1;0.0175613113782313
0.2;0.1;0.0198289530649648
0.22;0.1;0.0223386145709265
0.24;0.1;0.0251063902361863
0.26;0.1;0.0281476333982728
0.28;0.1;0.0314765707617072
0.3;0.1;0.0351075015139477
0.32;0.1;0.0390562060573364
0.34;0.1;0.0433382214840223
0.36;0.1;0.0479685178839256
0.38;0.1;0.0529613420515271
0.4;0.1;0.0583300585665874
0.42;0.1;0.0640869900926943
0.44;0.1;0.0702432588390201
0.46;0.1;0.0768086312024918
0.48;0.1;0.0837913676473059
0.5;0.1;0.0911980798845606
0.52;0.1;0.0990335973856624
0.54;0.1;0.107300845198847
0.56;0.1;0.11600073493892
0.58;0.1;0.125132070687645
0.6;0.1;0.134691471377791
0.62;0.1;0.14467331104053
0.64;0.1;0.155069678076912
0.66;0.1;0.165870354473348
0.68;0.1;0.177062815622834
0.7;0.1;0.188632251142588
0.72;0.1;0.200561606800026
0.74;0.1;0.212831647377329
0.76;0.1;0.225421040025731
0.78;0.1;0.238306457388684
0.8;0.1;0.251462699513315
0.82;0.1;0.264862833326389
0.84;0.1;0.278478348228405
0.86;0.1;0.292279326161109
0.88;0.1;0.306234624332439
0.9;0.1;0.320312068641427
0.92;0.1;0.334478655735283
0.94;0.1;0.348700761553145
0.96;0.1;0.362944354166138
0.98;0.1;0.377175208711258
1;0.1;0.391359122236461
1.02;0.1;0.405462126324665
1.04;0.1;0.419450695443468
1.06;0.1;0.433291949072839
1.08;0.1;0.446953845792124
1.1;0.1;0.460405367657276
1.12;0.1;0.47361669336651
1.14;0.1;0.486559358893422
1.16;0.1;0.499206404458323
1.18;0.1;0.51153250690702
1.2;0.1;0.523514096768636
1.22;0.1;0.535129459466483
1.24;0.1;0.546358820356023
1.26;0.1;0.557184413458067
1.28;0.1;0.567590533941673
1.3;0.1;0.57756357458671
1.32;0.1;0.587092046619458
1.34;0.1;0.596166585463987
1.36;0.1;0.604779942085948
1.38;0.1;0.61292696072347
1.4;0.1;0.62060454390097
1.42;0.1;0.627811605705508
1.44;0.1;0.634549014372737
1.46;0.1;0.640819525279575
1.48;0.1;0.646627705474875
1.5;0.1;0.651979850898249
1.52;0.1;0.656883897441225
1.54;0.1;0.661349326995874
1.56;0.1;0.665387069614622
1.58;0.1;0.669009402872598
1.6;0.1;0.672229849482261
1.62;0.1;0.675063074159764
1.64;0.1;0.67752478068608
1.66;0.1;0.679631610043304
1.68;0.1;0.681401040440853
1.7;0.1;0.68285128997655
1.72;0.1;0.684001222607458
1.74;0.1;0.684870258033852
1.76;0.1;0.685478286028998
1.78;0.1;0.685845585678572
1.8;0.1;0.685992749926179
1.82;0.1;0.685940615757929
1.84;0.1;0.685710200298608
1.86;0.1;0.685322643035864
1.88;0.1;0.684799154337458
1.9;0.1;0.684160970380051
1.92;0.1;0.683429314566632
1.94;0.1;0.682625365473877
1.96;0.1;0.681770231340232
1.98;0.1;0.680884931080844
2;0.1;0.67998994852399
50;0.1;0
0;0.12;0.00500401538926708
0.02;0.12;0.00574180380013071
0.04;0.12;0.00657915075469922
0.06;0.12;0.00752733226122112
0.08;0.12;0.00859844812033698
0.1;0.12;0.0098053880447346
0.12;0.12;0.0111617733142354
0.14;0.12;0.012681869932089
0.16;0.12;0.0143804691969711
0.18;0.12;0.0162727316953173
0.2;0.12;0.0183739909831796
0.22;0.12;0.0206995136990746
0.24;0.12;0.0232642135611472
0.26;0.12;0.0260823176815788
0.28;0.12;0.0291670092297596
0.3;0.12;0.0325315385626198
0.32;0.12;0.0361905285937679
0.34;0.12;0.0401583768043708
0.36;0.12;0.0444489553005982
0.38;0.12;0.0490754659867473
0.4;0.12;0.0540502933045936
0.42;0.12;0.0593848562475745
0.44;0.12;0.0650894614524478
0.46;0.12;0.0711731592376355
0.48;0.12;0.0776436044942703
0.5;0.12;0.0845069243413947
0.52;0.12;0.0917675944297856
0.54;0.12;0.0994283257192722
0.56;0.12;0.107489963462495
0.58;0.12;0.115951400005085
0.6;0.12;0.124809502859928
0.62;0.12;0.134059059333997
0.64;0.12;0.143692738783421
0.66;0.12;0.153701073349232
0.68;0.12;0.164072457787064
0.7;0.12;0.174793168752859
0.72;0.12;0.18584740364836
0.74;0.12;0.197217338869153
0.76;0.12;0.208883207039376
0.78;0.12;0.220823392565198
0.8;0.12;0.233014544598466
0.82;0.12;0.245431706276582
0.84;0.12;0.258048458898391
0.86;0.12;0.270837079512048
0.88;0.12;0.283768710232182
0.9;0.12;0.296813537472493
0.92;0.12;0.309940979177709
0.94;0.12;0.323119878066878
0.96;0.12;0.336318698858255
0.98;0.12;0.349505727434953
1;0.12;0.362649269928807
1.02;0.12;0.375717849746621
1.04;0.12;0.388680400636178
1.06;0.12;0.401506453987199
1.08;0.12;0.414166318681881
1.1;0.12;0.42663125194846
1.12;0.12;0.438873619826069
1.14;0.12;0.450867046016809
1.16;0.12;0.462586548078571
1.18;0.12;0.474008660096177
1.2;0.12;0.48511154115563
1.22;0.12;0.495875069134264
1.24;0.12;0.506280919504465
1.26;0.12;0.516312629028948
1.28;0.12;0.525955644397846
1.3;0.12;0.535197356020749
1.32;0.12;0.54402711733817
1.34;0.12;0.552436250155235
1.36;0.12;0.560418036624697
1.38;0.12;0.56796769861554
1.4;0.12;0.575082365297193
1.42;0.12;0.581761029847233
1.44;0.12;0.588004496252694
1.46;0.12;0.593815317221569
1.48;0.12;0.599197724252924
1.5;0.12;0.604157550931236
1.52;0.12;0.608702150514535
1.54;0.12;0.612840308877495
1.56;0.12;0.616582153850651
1.58;0.12;0.619939061967203
1.6;0.12;0.622923563589967
1.62;0.12;0.625549247344722
1.64;0.12;0.627830664733805
1.66;0.12;0.62978323574578
1.68;0.12;0.631423156216088
1.7;0.12;0.632767307629189
1.72;0.12;0.633833169987362
1.74;0.12;0.634638738305462
1.76;0.12;0.63520244322525
1.78;0.12;0.635543076178918
1.8;0.12;0.635679719469531
1.82;0.12;0.635631681576643
1.84;0.12;0.635418437939825
1.86;0.12;0.635059577420564
1.88;0.12;0.634574754595632
1.9;0.12;0.633983647991544
1.92;0.12;0.633305924331742
1.94;0.12;0.63256120883466
1.96;0.12;0.631769061572774
1.98;0.12;0.630948959879737
2;0.12;0.630119885278624
50;0.12;0
0;0.14;0.00463453078041628
0.02;0.14;0.00531784501130473
0.04;0.14;0.00609336730774333
0.06;0.14;0.00697154122058861
0.08;0.14;0.0079635732859537
0.1;0.14;0.00908140164809341
0.12;0.14;0.0103376420239768
0.14;0.14;0.0117455072731194
0.16;0.14;0.0133186967887393
0.18;0.14;0.0150712520097692
0.2;0.14;0.0170173745982669
0.22;0.14;0.0191712042641652
0.24;0.14;0.0215465538785892
0.26;0.14;0.0241566004242409
0.28;0.14;0.0270135540399466
0.3;0.14;0.0301296871125873
0.32;0.14;0.0335185432697286
0.34;0.14;0.0371934573736644
0.36;0.14;0.0411672777231838
0.38;0.14;0.0454522319181338
0.4;0.14;0.0500597904695517
0.42;0.14;0.0550005297378086
0.44;0.14;0.0602839958683251
0.46;0.14;0.0659185714560714
0.48;0.14;0.0719113467041663
0.5;0.14;0.078267996846906
0.52;0.14;0.0849926675826177
0.54;0.14;0.0920878702064744
0.56;0.14;0.0995543880483423
0.58;0.14;0.107391195706798
0.6;0.14;0.115595392429404
0.62;0.14;0.12416215082342
0.64;0.14;0.133084681893188
0.66;0.14;0.142354217193822
0.68;0.14;0.15196000866922
0.7;0.14;0.161889346509764
0.72;0.14;0.172127595125918
0.74;0.14;0.182658247092124
0.76;0.14;0.19346299467587
0.78;0.14;0.204521818333396
0.8;0.14;0.215813091330575
0.82;0.14;0.227313699438751
0.84;0.14;0.238999174464341
0.86;0.14;0.250843840200666
0.88;0.14;0.262820969243632
0.9;0.14;0.274902948991283
0.92;0.14;0.28706145505265
0.94;0.14;0.299267630224629
0.96;0.14;0.311492267157012
0.98;0.14;0.323705992815477
1;0.14;0.335879452869322
1.02;0.14;0.34798349417393
1.04;0.14;0.359989343585789
1.06;0.14;0.371868781438502
1.08;0.14;0.383594308118737
1.1;0.14;0.3951393023098
1.12;0.14;0.40647816961367
1.14;0.14;0.417586480417888
1.16;0.14;0.428441096037963
1.18;0.14;0.439020282336458
1.2;0.14;0.449303810193466
1.22;0.14;0.459273042377045
1.24;0.14;0.468911006533676
1.26;0.14;0.478202454185638
1.28;0.14;0.487133905781796
1.3;0.14;0.495693681999192
1.32;0.14;0.503871921632988
1.34;0.14;0.511660586540325
1.36;0.14;0.519053454219018
1.38;0.14;0.526046098702772
1.4;0.14;0.532635860541858
1.42;0.14;0.538821806709929
1.44;0.14;0.544604681335517
1.46;0.14;0.549986848199748
1.48;0.14;0.554972225971264
1.5;0.14;0.559566217165309
1.52;0.14;0.563775631817592
1.54;0.14;0.56760860685573
1.56;0.14;0.57107452213262
1.58;0.14;0.574183914058486
1.6;0.14;0.576948387732423
1.62;0.14;0.579380528431315
1.64;0.14;0.581493813265434
1.66;0.14;0.583302523756431
1.68;0.14;0.584821660036789
1.7;0.14;0.586066857310391
1.72;0.14;0.587054305153234
1.74;0.14;0.587800670172235
1.76;0.14;0.588323022479393
1.78;0.14;0.588638766379263
1.8;0.14;0.588765575610237
1.82;0.14;0.588721333425249
1.84;0.14;0.588524077745918
1.86;0.14;0.588191951575974
1.88;0.14;0.587743158815501
1.9;0.14;0.587195925577829
1.92;0.14;0.586568467075297
1.94;0.14;0.585878960109229
1.96;0.14;0.58514552117358
1.98;0.14;0.584386190160231
2;0.14;0.583618547770755
50;0.14;0
0;0.16;0.00428978315615319
0.02;0.16;0.0049222700364796
0.04;0.16;0.00564010655579055
0.06;0.16;0.00645295952813391
0.08;0.16;0.00737120201491718
0.1;0.16;0.00840588428328707
0.12;0.16;0.00956868379153783
0.14;0.16;0.0108718307429856
0.16;0.16;0.0123280057057605
0.18;0.16;0.0139502058732151
0.2;0.16;0.0157515767664228
0.22;0.16;0.0177452065850908
0.24;0.16;0.0199438810234533
0.26;0.16;0.02235979720749
0.28;0.16;0.0250042573549377
0.3;0.16;0.0278886213208484
0.32;0.16;0.0310254256653078
0.34;0.16;0.034427013732457
0.36;0.16;0.0381052785142625
0.38;0.16;0.0420715384909372
0.4;0.16;0.0463364113842873
0.42;0.16;0.0509096872887272
0.44;0.16;0.0558002027253462
0.46;0.16;0.0610157172214754
0.48;0.16;0.0665627940497782
0.5;0.16;0.0724466867655439
0.52;0.16;0.0786712331577749
0.54;0.16;0.0852387581785218
0.56;0.16;0.0921499873361945
0.58;0.16;0.0994039719331078
0.6;0.16;0.106998027396976
0.62;0.16;0.114927685802498
0.64;0.16;0.123186663505233
0.66;0.16;0.131766844618704
0.68;0.16;0.140658280860533
0.7;0.16;0.149849208078134
0.72;0.16;0.159326079542995
0.74;0.16;0.169073615878893
0.76;0.16;0.179074871267576
0.78;0.16;0.189311315359419
0.8;0.16;0.199762930110244
0.82;0.16;0.210408320572218
0.84;0.16;0.221224838489985
0.86;0.16;0.232188717395526
0.88;0.16;0.243275217759261
0.9;0.16;0.254458780642417
0.92;0.16;0.265713188208089
0.94;0.16;0.277011729386625
0.96;0.16;0.288327368955329
0.98;0.16;0.29963291828285
1;0.16;0.310901206004331
1.02;0.16;0.322105246933423
1.04;0.16;0.333218407580025
1.06;0.16;0.344214566726442
1.08;0.16;0.355068269617047
1.1;0.16;0.365754874435565
1.12;0.16;0.376250689876718
1.14;0.16;0.386533102762823
1.16;0.16;0.396580694808137
1.18;0.16;0.406373347791451
1.2;0.16;0.415892336558053
1.22;0.16;0.425120409433288
1.24;0.16;0.434041855788421
