"haut";"vit";"dx"
0.96;0.08;0.415699161511966
0.98;0.08;0.397686882076453
1;0.08;0.37942837172295
1.02;0.08;0.361072736231243
1.04;0.08;0.342756650673295
1.06;0.08;0.324603592159464
1.08;0.08;0.306723414526
1.1;0.08;0.289212231278202
1.12;0.08;0.272152569257864
1.14;0.08;0.255613753432352
1.16;0.08;0.239652482697784
1.18;0.08;0.224313557413181
1.2;0.08;0.209630721286811
1.22;0.08;0.195627582971519
1.24;0.08;0.182318586055966
1.26;0.08;0.169709999846068
1.28;0.08;0.157800907224013
1.3;0.08;0.146584169787787
1.32;0.08;0.136047354279156
1.34;0.08;0.126173607898762
1.36;0.08;0.116942473407601
1.38;0.08;0.108330637874263
1.4;0.08;0.100312611518417
1.42;0.08;0.0928613353135512
1.44;0.08;0.0859487178513413
1.46;0.08;0.0795459128907281
1.48;0.08;0.0736199126333838
1.5;0.08;0.0681353867117265
50;0.08;0
0;0.1;0
0.02;0.1;0.0113600817613638
0.04;0.1;0.0227201635227276
0.06;0.1;0.0340802452840913
0.08;0.1;0.0454403270454551
0.1;0.1;0.0568004088068189
0.12;0.1;0.0681604905681827
0.14;0.1;0.0795205723295464
0.16;0.1;0.0908806540909102
0.18;0.1;0.102240735852274
0.2;0.1;0.113600817613638
0.22;0.1;0.125013765589517
0.24;0.1;0.137318067996673
0.26;0.1;0.150525592895833
0.28;0.1;0.164636137939637
0.3;0.1;0.179635224517985
0.32;0.1;0.195491863843987
0.34;0.1;0.212156369492947
0.36;0.1;0.229558305876644
0.38;0.1;0.247604676090907
0.4;0.1;0.266178464418487
0.42;0.1;0.2851376572562
0.44;0.1;0.304314870028261
0.46;0.1;0.323517705398451
0.48;0.1;0.342529958546015
0.5;0.1;0.361113767385431
0.52;0.1;0.379012778704866
0.54;0.1;0.395956365088446
0.56;0.1;0.411667413288837
0.58;0.1;0.425926596020943
0.6;0.1;0.438588218677986
0.62;0.1;0.449531979318017
0.64;0.1;0.458662409506464
0.66;0.1;0.465910099192333
0.68;0.1;0.471232263118297
0.7;0.1;0.474612663268985
0.72;0.1;0.47606092273616
0.74;0.1;0.475611284435244
0.76;0.1;0.473320882776503
0.78;0.1;0.469267607325658
0.8;0.1;0.463547644547224
0.82;0.1;0.456272786973172
0.84;0.1;0.447567598817506
0.86;0.1;0.437566523543431
0.88;0.1;0.426411012669609
0.9;0.1;0.414246746727129
0.92;0.1;0.401221009332872
0.94;0.1;0.387480264409081
0.96;0.1;0.373167975202203
0.98;0.1;0.358422692433488
1;0.1;0.343376428074864
1.02;0.1;0.328153321232793
1.04;0.1;0.312868593700516
1.06;0.1;0.297627785083315
1.08;0.1;0.282526251109729
1.1;0.1;0.26764890384154
1.12;0.1;0.253070168953457
1.14;0.1;0.238854132987306
1.16;0.1;0.225054852375779
1.18;0.1;0.211716795932552
1.2;0.1;0.198875393259149
1.22;0.1;0.186557662959552
1.24;0.1;0.174782896518983
1.26;0.1;0.163563376040397
1.28;0.1;0.152905106601441
1.3;0.1;0.142808546673307
1.32;0.1;0.1332693227269
1.34;0.1;0.12427891675601
1.36;0.1;0.115825317905656
1.38;0.1;0.107893631657767
1.4;0.1;0.100466642063513
1.42;0.1;0.0935253243032583
1.44;0.1;0.0870493063947913
1.46;0.1;0.0810170955717284
1.48;0.1;0.0754027239487493
1.5;0.1;0.0701774204415607
50;0.1;0
0;0.12;0
0.02;0.12;0.0101145623728358
0.04;0.12;0.0202291247456716
0.06;0.12;0.0303436871185075
0.08;0.12;0.0404582494913433
0.1;0.12;0.0505728118641791
0.12;0.12;0.0606873742370149
0.14;0.12;0.0708019366098508
0.16;0.12;0.0809164989826866
0.18;0.12;0.0910310613555224
0.2;0.12;0.101145623728358
0.22;0.12;0.110967915973387
0.24;0.12;0.121529762788963
0.26;0.12;0.132839198524622
0.28;0.12;0.144894435729608
0.3;0.12;0.157682146298758
0.32;0.12;0.171175726533713
0.34;0.12;0.185333602668974
0.36;0.12;0.200097644342085
0.38;0.12;0.215391763655071
0.4;0.12;0.231120786103723
0.42;0.12;0.247169685864575
0.44;0.12;0.263403280785057
0.46;0.12;0.279666480969194
0.48;0.12;0.295785178198501
0.5;0.12;0.311567850828523
0.52;0.12;0.326807939746262
0.54;0.12;0.341287025288063
0.56;0.12;0.354780871915127
0.58;0.12;0.367111617171806
0.6;0.12;0.378160440766209
0.62;0.12;0.387827996031271
0.64;0.12;0.396033903630661
0.66;0.12;0.402717760655904
0.68;0.12;0.407839666490254
0.7;0.12;0.411380273228468
0.72;0.12;0.413340383271932
0.74;0.12;0.413740129702977
0.76;0.12;0.412617785781525
0.78;0.12;0.410028258142428
0.8;0.12;0.406041323885
0.82;0.12;0.400739674749969
0.84;0.12;0.394216832104379
0.86;0.12;0.386574994728796
0.88;0.12;0.377922877726295
0.9;0.12;0.368373595602116
0.92;0.12;0.358042636077195
0.94;0.12;0.347045963884702
0.96;0.12;0.335498286028563
0.98;0.12;0.323511502101177
1;0.12;0.311193355566288
1.02;0.12;0.298646294666273
1.04;0.12;0.285966545010935
1.06;0.12;0.273243390092963
1.08;0.12;0.260558651046655
1.1;0.12;0.247986352965731
1.12;0.12;0.235592562024849
1.14;0.12;0.223435375473737
1.16;0.12;0.211565045229853
1.18;0.12;0.200024215201374
1.2;0.12;0.188848252529413
1.22;0.12;0.178065653541013
1.24;0.12;0.167698506245459
1.26;0.12;0.157762992581094
1.28;0.12;0.148269915229743
1.3;0.12;0.139225235571932
1.32;0.12;0.13063061117996
1.34;0.12;0.122483923071001
1.36;0.12;0.114779784714447
1.38;0.12;0.107510026464004
1.4;0.12;0.10066415063427
1.42;0.12;0.0942297538422095
1.44;0.12;0.088192914473662
1.46;0.12;0.0825383658109859
1.48;0.12;0.0772461954202736
1.5;0.12;0.0722933468366889
50;0.12;0
0;0.14;0
0.02;0.14;0.00903476758570344
0.04;0.14;0.0180695351714069
0.06;0.14;0.0271043027571103
0.08;0.14;0.0361390703428138
0.1;0.14;0.0451738379285172
0.12;0.14;0.0542086055142206
0.14;0.14;0.0632433730999241
0.16;0.14;0.0722781406856275
0.18;0.14;0.0813129082713309
0.2;0.14;0.0903476758570344
0.22;0.14;0.0988156075868998
0.24;0.14;0.107897238362331
0.26;0.14;0.117597735386251
0.28;0.14;0.127914287487116
0.3;0.14;0.138834769657548
0.32;0.14;0.150336399510591
0.34;0.14;0.162384428364313
0.36;0.14;0.174930917599463
0.38;0.14;0.187913658301548
0.4;0.14;0.201255298453014
0.42;0.14;0.214862746469348
0.44;0.14;0.228626922016744
0.46;0.14;0.242422924142882
0.48;0.14;0.256110682169031
0.5;0.14;0.269536145998191
0.52;0.14;0.282533059114036
0.54;0.14;0.29492533942501
0.56;0.14;0.30653176139036
0.58;0.14;0.317208322097164
0.6;0.14;0.32685835472552
0.62;0.14;0.335400075468013
0.64;0.14;0.342766122913154
0.66;0.14;0.348904379764768
0.68;0.14;0.353778442318554
0.7;0.14;0.357367741370735
0.72;0.14;0.359667328669959
0.74;0.14;0.36068735226607
0.76;0.14;0.360452251881293
0.78;0.14;0.358999711543845
0.8;0.14;0.356379411084393
0.82;0.14;0.352651620691209
0.84;0.14;0.347885683617278
0.86;0.14;0.342158431463696
0.88;0.14;0.335552574413361
0.9;0.14;0.328155105578171
0.92;0.14;0.3200557544958
0.94;0.14;0.3113455200211
0.96;0.14;0.302115307650466
0.98;0.14;0.292454690928884
1;0.14;0.282450811229455
1.02;0.14;0.272187425045513
1.04;0.14;0.261744103144657
1.06;0.14;0.25119558161662
1.08;0.14;0.240611261082633
1.1;0.14;0.23005484717084
1.12;0.14;0.219584122818619
1.14;0.14;0.209250841031279
1.16;0.14;0.199100725379348
1.18;0.14;0.189173564708833
1.2;0.14;0.179503388213641
1.22;0.14;0.170118707112351
1.24;0.14;0.16104280961434
1.26;0.14;0.15229409658381
1.28;0.14;0.143886446247787
1.3;0.14;0.135829597382991
1.32;0.14;0.128129541599864
1.34;0.14;0.120788916570127
1.36;0.14;0.113807393274498
1.38;0.14;0.107182051544702
1.4;0.14;0.100907739311185
1.42;0.14;0.0949774120242085
1.44;0.14;0.0893824496772102
1.46;0.14;0.0841127777398204
1.48;0.14;0.0791536251140877
1.5;0.14;0.074486856064622
50;0.14;0
0;0.16;0
0.02;0.16;0.00809772878264679
0.04;0.16;0.0161954575652936
0.06;0.16;0.0242931863479404
0.08;0.16;0.0323909151305872
0.1;0.16;0.040488643913234
0.12;0.16;0.0485863726958807
0.14;0.16;0.0566841014785275
0.16;0.16;0.0647818302611743
0.18;0.16;0.0728795590438211
0.2;0.16;0.0809772878264679
0.22;0.16;0.0882903993117226
0.24;0.16;0.0961127949806425
0.26;0.16;0.10444752453329
0.28;0.16;0.11329117000653
0.3;0.16;0.122632811658702
0.32;0.16;0.132452990940904
0.34;0.16;0.142722702636625
0.36;0.16;0.153402453973471
0.38;0.16;0.16444143381448
0.4;0.16;0.175776839542928
0.42;0.16;0.187333412537931
0.44;0.16;0.199023234742536
0.46;0.16;0.210745838289463
0.48;0.16;0.222388677034191
0.5;0.16;0.233828002773562
0.52;0.16;0.244930179625556
0.54;0.16;0.255553457382685
0.56;0.16;0.265551590140114
0.58;0.16;0.274808212714491
0.6;0.16;0.283244899864432
0.62;0.16;0.290794556747725
0.64;0.16;0.297400999428227
0.66;0.16;0.303019616522771
0.68;0.16;0.307617776026682
0.7;0.16;0.311174978585359
0.72;0.16;0.313682765746692
0.74;0.16;0.315144398234496
0.76;0.16;0.315574324838462
0.78;0.16;0.314997466988782
0.8;0.16;0.31344834739853
0.82;0.16;0.310970093294456
0.84;0.16;0.307613345747014
0.86;0.16;0.303435106527816
0.88;0.16;0.298497552875921
0.9;0.16;0.292866848679812
0.92;0.16;0.286611978032262
0.94;0.16;0.27980362405254
0.96;0.16;0.272513112456286
0.98;0.16;0.264811435743941
1;0.16;0.256768370216945
1.02;0.16;0.248451694443848
1.04;0.16;0.239926514393628
1.06;0.16;0.231254697316519
1.08;0.16;0.222494413648556
1.1;0.16;0.213699783788152
1.12;0.16;0.204920624565341
1.14;0.16;0.196202288603484
1.16;0.16;0.187585588550553
1.18;0.16;0.17910679731184
1.2;0.16;0.170797714917558
1.22;0.16;0.162685792470197
1.24;0.16;0.154794303695985
1.26;0.16;0.147142554928853
1.28;0.16;0.139746124840061
1.3;0.16;0.132617125849982
1.32;0.16;0.12576447988075
1.34;0.16;0.119194201893776
1.36;0.16;0.112909685472748
1.38;0.16;0.106911985533603
1.4;0.16;0.10120009404557
1.42;0.16;0.0957712054138198
1.44;0.16;0.0906209688909036
1.46;0.16;0.0857435607193928
1.48;0.16;0.0811285083304278
1.5;0.16;0.0767618560355829
50;0.16;0
0;0.18;0
0.02;0.18;0.00728379857554303
0.04;0.18;0.0145675971510861
0.06;0.18;0.0218513957266291
0.08;0.18;0.0291351943021721
0.1;0.18;0.0364189928777152
0.12;0.18;0.0437027914532582
0.14;0.18;0.0509865900288012
0.16;0.18;0.0582703886043443
0.18;0.18;0.0655541871798873
0.2;0.18;0.0728379857554303
0.22;0.18;0.0791648757722699
0.24;0.18;0.0859143620208687
0.26;0.18;0.093087956114787
0.28;0.18;0.100681939583022
0.3;0.18;0.108686566186342
0.32;0.18;0.117085264495307
0.34;0.18;0.125853864675983
0.36;0.18;0.134959877525905
0.38;0.18;0.144361857594489
0.4;0.18;0.154008885447773
0.42;0.18;0.163840206504862
0.44;0.18;0.173785065069912
0.46;0.18;0.18376277189137
0.48;0.18;0.193683041496597
0.5;0.18;0.203446631410673
0.52;0.18;0.212946308974337
0.54;0.18;0.22206816272258
0.56;0.18;0.230694391942944
0.58;0.18;0.238731180847089
0.6;0.18;0.24611510749971
0.62;0.18;0.252791337561541
0.64;0.18;0.258713242931631
0.66;0.18;0.2638429285681
0.68;0.18;0.268151576536678
0.7;0.18;0.271619607240927
0.72;0.18;0.274236662789125
0.74;0.18;0.276001421975545
0.76;0.18;0.276921260271673
0.78;0.18;0.277011771443939
0.8;0.18;0.276296169882989
0.82;0.18;0.274804594424216
0.84;0.18;0.272573335371037
0.86;0.18;0.269644006640821
0.88;0.18;0.26606268450097
0.9;0.18;0.26187903333098
0.92;0.18;0.257145437328701
0.94;0.18;0.251916155177353
0.96;0.18;0.246246512507077
0.98;0.18;0.240192144622685
1;0.18;0.233808299523001
1.02;0.18;0.227149208793185
1.04;0.18;0.220267531584908
1.06;0.18;0.213213874672925
1.08;0.18;0.206036389539823
1.1;0.18;0.198780445629776
1.12;0.18;0.191488377350679
1.14;0.18;0.184199301103846
1.16;0.18;0.176948997583357
1.18;0.18;0.169769853805776
1.2;0.18;0.162690858791119
1.22;0.18;0.155737646497719
1.24;0.18;0.148932579493265
1.26;0.18;0.142294866895534
1.28;0.18;0.135840710311955
1.3;0.18;0.129583471819566
1.32;0.18;0.123533858430038
1.34;0.18;0.117700117953144
1.36;0.18;0.112088241684061
1.38;0.18;0.106702169874977
1.4;0.18;0.10154399649247
1.42;0.18;0.0966141702945152
1.44;0.18;0.0919116897731068
1.46;0.18;0.0874341315750704
1.48;0.18;0.083174550834682
1.5;0.18;0.0791224866299649
50;0.18;0
0;0.2;0
0.02;0.2;0.00657617242815547
0.04;0.2;0.0131523448563109
0.06;0.2;0.0197285172844664
0.08;0.2;0.0263046897126219
0.1;0.2;0.0328808621407774
0.12;0.2;0.0394570345689328
0.14;0.2;0.0460332069970883
0.16;0.2;0.0526093794252438
0.18;0.2;0.0591855518533993
0.2;0.2;0.0657617242815547
0.22;0.2;0.0712449365094076
0.24;0.2;0.0770787215900815
0.26;0.2;0.0832634991446781
0.28;0.2;0.0897954721058773
0.3;0.2;0.0966660141542128
0.32;0.2;0.103861059211869
0.34;0.2;0.111360510736964
0.36;0.2;0.11913769146974
0.38;0.2;0.127158856971104
0.4;0.2;0.135382798585909
0.42;0.2;0.143760563159719
0.44;0.2;0.152235317726467
0.46;0.2;0.160742387249456
0.48;0.2;0.16920949213235
0.5;0.2;0.177557209437003
0.52;0.2;0.185699677409208
0.54;0.2;0.193545556939198
0.56;0.2;0.201000175655453
0.58;0.2;0.207988107031714
0.6;0.2;0.214458254363101
0.62;0.2;0.220365996514522
0.64;0.2;0.225672842580354
0.66;0.2;0.230346846573497
0.68;0.2;0.234362892294454
0.7;0.2;0.237702847699691
0.72;0.2;0.240355591484909
0.74;0.2;0.242316917699969
0.76;0.2;0.243589326934563
0.78;0.2;0.244181714895252
0.8;0.2;0.244108970994869
0.82;0.2;0.243391500875781
0.84;0.2;0.24205468759051
0.86;0.2;0.240128306486228
0.88;0.2;0.237645908718237
0.9;0.2;0.234644187799026
0.92;0.2;0.231162342729604
0.94;0.2;0.227241450120631
0.96;0.2;0.222923856356729
0.98;0.2;0.218252599352804
1;0.2;0.213270867858
1.02;0.2;0.208021504638374
1.04;0.2;0.202546558264772
1.06;0.2;0.196886886691609
1.08;0.2;0.191081814371723
1.1;0.2;0.18516884334019
1.12;0.2;0.179183417536419
1.14;0.2;0.173158738631725
1.16;0.2;0.167125630794895
1.18;0.2;0.16111245116104
1.2;0.2;0.155145042264063
1.22;0.2;0.149246722341094
1.24;0.2;0.1434383092058
1.26;0.2;0.137738173301762
1.28;0.2;0.132162315571025
1.3;0.2;0.126724465889593
1.32;0.2;0.121436198014255
1.34;0.2;0.116307057237373
1.36;0.2;0.111344697242797
1.38;0.2;0.106555022982876
1.4;0.2;0.101942336740924
1.42;0.2;0.0975094848946469
1.44;0.2;0.0932580032445881
1.46;0.2;0.0891881078609196
1.48;0.2;0.0852956831314009
1.5;0.2;0.0815731349766673
50;0.2;0
0;0.22;0
0.02;0.22;0.00596047849789222
0.04;0.22;0.0119209569957844
0.06;0.22;0.0178814354936767
0.08;0.22;0.0238419139915689
0.1;0.22;0.0298023924894611
0.12;0.22;0.0357628709873533
0.14;0.22;0.0417233494852456
0.16;0.22;0.0476838279831378
0.18;0.22;0.05364430648103
0.2;0.22;0.0596047849789222
0.22;0.22;0.0643649129532313
0.24;0.22;0.0694157296609947
0.26;0.22;0.0747569046292369
0.28;0.22;0.0803847200993843
0.3;0.22;0.0862916030639888
0.32;0.22;0.0924656602245125
0.34;0.22;0.0988902289048388
0.36;0.22;0.105543459000505
0.38;0.22;0.112397942933441
0.4;0.22;0.119420412196835
0.42;0.22;0.126571520281712
0.44;0.22;0.133805732433797
0.46;0.22;0.141071342651341
0.48;0.22;0.148310637461799
0.5;0.22;0.155460224182254
0.52;0.22;0.162451538475134
0.54;0.22;0.169211541994183
0.56;0.22;0.175664364684889
0.58;0.22;0.181749568914862
0.6;0.22;0.187426170428082
0.62;0.22;0.192658039021236
0.64;0.22;0.197413587533777
0.66;0.22;0.201666094370535
0.68;0.22;0.205393934847464
0.7;0.22;0.208580720449034
0.72;0.22;0.211215347357724
0.74;0.22;0.21329195770949
